ID;Imagen;Nombre;Referencia;Categoría;Precio base;Precio final;Cantidad;Estado
22;http://yalobox.com/img/p/3/9/39.jpg;Bebida Nectar Premium Durazno Nutri 1 L;;Bebidas;1.66;1.66;3;1
202;http://yalobox.com/img/p/2/2/3/223.jpg;Néctar de Durazno Sunny 237ml;;Home;0.61;0.61;7;1
146;http://yalobox.com/img/p/1/6/6/166.jpg;Jabón Rexona Aloe;;Home;2.55;2.55;2;1
323;http://yalobox.com/img/p/3/4/6/346.jpg;Colcafé Max 200g;;Home;6.65;6.65;1;1
88;http://yalobox.com/img/p/1/0/7/107.jpg;Desodorante AXE Excite 150ml;;Home;4.74;4.74;1;1
267;http://yalobox.com/img/p/2/8/7/287.jpg;Vinagre Blanco ILE Botella 100ml;;Home;0.33;0.33;2;1
30;http://yalobox.com/img/p/4/9/49.jpg;Leche Nutri Semisdescremada Funda 1 L;;Home;0.90;0.90;24;1
211;http://yalobox.com/img/p/2/3/1/231.jpg;Té de Manzanilla con Miel Hornimans Caja 25 sobres;;Home;1.47;1.47;2;1
154;http://yalobox.com/img/p/1/7/5/175.jpg;Néctar Pera Real 200ml;;Home;0.60;0.60;12;1
331;http://yalobox.com/img/p/3/5/4/354.jpg;Aditivo Para Morteros Sika Top77 4kg;;Ferretería;28.44;28.44;2;1
96;http://yalobox.com/img/p/1/1/6/116.jpg;Detergente Líquido Deja 1,9 Lt;;Home;6.69;6.69;1;1
275;http://yalobox.com/img/p/2/9/6/296.jpg;Papel Higiénico Familia Extragrande Pack 12;;Home;8.11;8.11;3;1
38;http://yalobox.com/img/p/5/9/59.jpg;212 VIP ROSÉ;;Perfumes y Fragancias;78.95;78.95;0;1
219;http://yalobox.com/img/p/2/3/9/239.jpg;Fideo Canuto Chico Don Vittorio 250g;;Home;0.83;0.83;1;1
162;http://yalobox.com/img/p/1/8/3/183.jpg;Fideo Codito Rayado Real 400g;;Home;1.43;1.43;1;1
339;http://yalobox.com/img/p/3/6/2/362.jpg;Archivador de Cartón;;Home;1.04;1.04;25;1
165;http://yalobox.com/img/p/1/8/6/186.jpg;Mermelada Guayaba Snob Sachet 240g;;Home;1.27;1.27;3;1
342;http://yalobox.com/img/p/3/6/5/365.jpg;Ambiental Tips Manzana Canela;;Home;1.11;1.11;3;1
107;http://yalobox.com/img/p/1/2/7/127.jpg;Desodorante Stick Rexona V8 50g;;Home;3.99;3.99;1;1
286;http://yalobox.com/img/p/3/0/8/308.jpg;Detergente en Polvo Surf Jazmín de la Media Noche y Orquideas 1kg;;Home;2.68;2.68;1;1
50;http://yalobox.com/img/p/6/8/68.jpg;Mayonesa Los Andes 330g;;Home;2.28;2.28;1;1
230;http://yalobox.com/img/p/2/5/0/250.jpg;Chocolates American Corazones Rellenos;;Home;4.24;4.24;1;1
173;http://yalobox.com/img/p/1/9/4/194.jpg;Shampo Sedal Keratina con Antioxidante 350ml;;Home;4.47;4.47;2;1
350;http://yalobox.com/img/p/3/7/4/374.jpg;Whisky John Morris 750ml;;Home;9.40;9.40;5;1
116;http://yalobox.com/img/p/1/3/8/138.jpg;Servilletas Familia Normal 100 u;;Home;2.11;2.11;3;1
294;http://yalobox.com/img/p/3/1/6/316.jpg;Aceite La Favorita 2lt;;Home;4.39;4.39;2;1
58;http://yalobox.com/img/p/6/7/67.jpg;Yogurt Nutri Fresa 1000g;;Home;2.25;2.25;1;1
238;http://yalobox.com/img/p/2/5/8/258.jpg;Papas Pringles Queso Pequeña;;Home;1.32;1.32;0;1
181;http://yalobox.com/img/p/2/0/1/201.jpg;BC Oil Miracle Shampoo 200ml;;Home;0.00;0.00;2;1
124;http://yalobox.com/img/p/1/4/4/144.jpg;Pañitos Antibacteriales Fres Kids Familia Lata;;Home;3.48;3.48;4;1
302;http://yalobox.com/img/p/3/2/4/324.jpg;Suavizante Perla Soft Serenidad 1000ml;;Home;3.12;3.12;1;1
67;http://yalobox.com/img/p/8/6/86.jpg;Jarabe de Frutilla Snob 680g;;Home;3.84;3.84;2;1
246;http://yalobox.com/img/p/2/6/6/266.jpg;Espumante Grand Vandush 750ml;;Home;5.44;5.44;0;1
189;http://yalobox.com/img/p/2/1/0/210.jpg;Osis Flatliner Serum Alisador Para Plancha 200ml;;Home;23.68;23.68;1;1
132;http://yalobox.com/img/p/1/5/0/150.jpg;Jabón Íntimo Frescura Extrema Nosotras Sachet 18 ml;;Home;0.57;0.57;6;1
310;http://yalobox.com/img/p/3/3/2/332.jpg;Desinfectante Olimpia Eucalipto 70ml;;Home;0.22;0.22;2;1
75;http://yalobox.com/img/p/9/4/94.jpg;Toallas Nosotras Invisible Rapisec 10 u;;Home;1.61;1.61;24;1
254;http://yalobox.com/img/p/2/7/4/274.jpg;Sabora ILE Sobre 50g;;Home;0.38;0.38;12;1
197;http://yalobox.com/img/p/2/1/8/218.jpg;Café Buen Día 170g;;Home;8.08;8.08;1;1
141;http://yalobox.com/img/p/1/6/4/164.jpg;Desodorante Spray Rexona Quantum Men;;Home;4.74;4.74;1;1
318;http://yalobox.com/img/p/3/4/0/340.jpg;Bombones de Chocolate Montblanc Estuche 7 Unidades;;Home;4.82;4.82;1;1
83;http://yalobox.com/img/p/1/0/2/102.jpg;Papel Higiénico Familia Extragrande 4 Rollos;;Home;3.50;3.50;2;1
262;http://yalobox.com/img/p/2/8/2/282.jpg;Té de Toronjil ILE Caja 25 sobres;;Home;1.01;1.01;1;1
25;http://yalobox.com/img/p/4/2/42.jpg;Crema de Leche Nutri 500 ml;;Alimentación;1.85;1.85;2;1
205;http://yalobox.com/img/p/2/2/6/226.jpg;Té de Menta Pusuquí Caja 25 sobres;;Home;0.88;0.88;3;1
149;http://yalobox.com/img/p/1/7/0/170.jpg;Durazno Snob En Mitades;;Home;3.51;3.51;4;1
326;http://yalobox.com/img/p/3/4/9/349.jpg;Colcafé Capuccino Mocca Lata 270g;;Home;6.76;6.76;1;1
91;http://yalobox.com/img/p/1/1/0/110.jpg;Desodorante AXE Fusion 150ml;;Home;4.74;4.74;3;1
270;http://yalobox.com/img/p/2/9/2/292.jpg;Pilas Energizer Alkalina AAA2;;Home;1.97;1.97;6;1
33;http://yalobox.com/img/p/5/2/52.jpg;Yogurt Nutri Durazno 200 g con cereal;;Home;0.65;0.65;4;1
214;http://yalobox.com/img/p/2/3/4/234.jpg;Pasta Dental Blendax Full Menta 93g;;Home;0.88;0.88;2;1
157;http://yalobox.com/img/p/1/7/8/178.jpg;Mermelada Frutilla Snob Frasco 290g;;Home;1.69;1.69;1;1
334;http://yalobox.com/img/p/3/5/7/357.jpg;Clip Mariposa Alex Caja 50 Unidades;;Home;1.13;1.13;6;1
99;http://yalobox.com/img/p/1/1/9/119.jpg;Detergente en Polvo Deja Brisas de Primavera 1,1kg;;Home;2.89;2.89;3;1
278;http://yalobox.com/img/p/3/0/0/300.jpg;Rasuradora BIC Comfort 3;;Home;1.32;1.32;12;1
42;http://yalobox.com/img/p/1/3/2/132.jpg;Arroba de arroz;;Home;14.50;14.50;0;1
222;http://yalobox.com/img/p/2/4/2/242.jpg;Atún Van Camps Aceite de Girasol 184g;;Home;1.54;1.54;4;1
45;http://yalobox.com/img/p/6/2/62.jpg;Queso Crema Toni Light 250g;;Home;2.50;2.50;0;1
225;http://yalobox.com/img/p/2/4/5/245.jpg;Caramelos American Toffee Cafe Leche;;Home;2.85;2.85;2;1
168;http://yalobox.com/img/p/1/8/9/189.jpg;Atún Real con Salsa Sabor a Mayonesa 142g;;Home;1.23;1.23;2;1
345;http://yalobox.com/img/p/3/6/8/368.jpg;Esfero BIC Cristal Negro;;Home;0.32;0.32;24;1
110;http://yalobox.com/img/p/1/3/0/130.jpg;Coca Cola Sabor Original 2,75lt;;Home;2.19;2.19;1;0
289;http://yalobox.com/img/p/3/1/1/311.jpg;Detergente en Polvo Surf Hortensias y Flores Blancas 1kg;;Home;2.68;2.68;1;1
53;http://yalobox.com/img/p/7/1/71.jpg;Tallarín/Linguini Don Vittorio 400g;;Home;1.75;1.75;5;1
233;http://yalobox.com/img/p/2/5/3/253.jpg;Chupetes Plop Sandia Ácida;;Home;2.37;2.37;1;1
176;http://yalobox.com/img/p/1/9/7/197.jpg;BC Color Freeze Crema Control Completo 150ml;;Home;21.05;21.05;2;1
119;http://yalobox.com/img/p/1/4/0/140.jpg;Servilletas Familia Mediana 300 u;;Home;1.69;1.69;4;1
297;http://yalobox.com/img/p/3/1/9/319.jpg;Aceite Girasol 2 Lt;;Home;5.66;5.66;2;1
62;http://yalobox.com/img/p/7/9/79.jpg;Chicle Orbit Sin Azúcar Arandano;;Home;0.79;0.79;11;1
241;http://yalobox.com/img/p/2/6/1/261.jpg;Canguil Para Microondas Act II Mantequilla;;Home;1.32;1.32;2;1
184;http://yalobox.com/img/p/2/0/5/205.jpg;BC Q10 Time Restore Tratamiento Crema 250ml;;Home;30.70;30.70;1;1
127;http://yalobox.com/img/p/1/5/7/157.jpg;Desodorante Spray Dove Clear Tone Women;;Home;6.09;6.09;2;1
305;http://yalobox.com/img/p/3/2/7/327.jpg;Jabón Lava Todo 6 Arcoiris Floral Pack 2 Unidades;;Home;1.06;1.06;0;1
70;http://yalobox.com/img/p/8/9/89.jpg;Menestra de Lentejas Snob 425g;;Home;1.25;1.25;2;1
249;http://yalobox.com/img/p/2/6/9/269.jpg;Cerveza Artesanal Latitud Cero Concordia 330ml;;Home;1.97;1.97;4;1
192;http://yalobox.com/img/p/2/1/3/213.jpg;Leche Nutri Descremada Carton 1L;;Home;1.27;1.27;24;1
135;http://yalobox.com/img/p/1/5/3/153.jpg;Eliminador de Olores Baño Toque Familia Pacific;;Home;4.07;4.07;1;1
313;http://yalobox.com/img/p/3/3/5/335.jpg;Chocolyne Splenda Funda 120g;;Home;3.05;3.05;1;1
78;http://yalobox.com/img/p/9/7/97.jpg;Desmaquilladores Tippy's 100x;;Home;2.45;2.45;1;1
257;http://yalobox.com/img/p/2/7/7/277.jpg;Horchata ILE Caja 25 Sobres;;Home;1.01;1.01;1;1
20;http://yalobox.com/img/p/3/7/37.jpg;Avena con Frutas Nutri 200 ml;;Bebidas;0.43;0.43;4;1
200;http://yalobox.com/img/p/2/2/1/221.jpg;Shampoo de Manzanilla Para Mi Bebe 500ml;;Home;4.39;4.39;0;1
144;http://yalobox.com/img/p/1/6/5/165.jpg;Desodorante Roll-On Rexona V8 Men;;Home;2.43;2.43;1;1
321;http://yalobox.com/img/p/3/4/4/344.jpg;Colcafé Instantáneo Clásico 170g;;Home;6.42;6.42;1;1
86;http://yalobox.com/img/p/1/0/5/105.jpg;Pañuelo de Bolsillo Cuidado Gripal Familia 4 u;;Home;2.30;2.30;2;1
265;http://yalobox.com/img/p/2/8/5/285.jpg;Aliño ILE Botella 200ml;;Home;0.66;0.66;2;1
28;http://yalobox.com/img/p/4/6/46.jpg;Leche Deslactosada Tetrapack Nutri 1 L;;Lacteos;1.65;1.65;12;1
208;http://yalobox.com/img/p/2/2/9/229.jpg;Té de Hierba Luisa Pusuquí Caja 25 sobres;;Home;0.88;0.88;5;1
152;http://yalobox.com/img/p/1/7/3/173.jpg;Néctar Mango Real 200ml;;Home;0.82;0.82;12;1
329;http://yalobox.com/img/p/3/5/2/352.jpg;Jabón Defense Manzanilla Pack 3 Unidades;;Home;1.92;1.92;2;1
94;http://yalobox.com/img/p/1/1/3/113.jpg;Margarina Light Bonella 500g;;Home;2.11;2.11;2;1
273;http://yalobox.com/img/p/2/9/5/295.jpg;Tequila Jimador Azteca Blanco 750ml;;Home;14.24;14.24;1;1
36;http://yalobox.com/img/p/5/5/55.jpg;24k BRILLANT GOLD MICHAEL KORS;;Home;78.95;78.95;1;1
217;http://yalobox.com/img/p/2/3/7/237.jpg;Fideo Corbata Chica Don Vittorio 250g;;Home;0.83;0.83;2;1
160;http://yalobox.com/img/p/1/8/1/181.jpg;Fideo Spaguetti Real 400g;;Home;1.43;1.43;2;1
337;http://yalobox.com/img/p/3/6/0/360.jpg;Caja Archivadora Pendaflex;;Home;2.46;2.46;10;1
102;http://yalobox.com/img/p/1/2/2/122.jpg;Shampoo Dove Oleo Nutrición 200ml;;Home;3.38;3.38;2;1
281;http://yalobox.com/img/p/3/0/3/303.jpg;Frejol Negro Snob 425g;;Home;1.25;1.25;2;1
105;http://yalobox.com/img/p/1/2/5/125.jpg;Jabón Lux Suavidad de Pétalos Pack 3 x 100g;;Home;2.55;2.55;1;1
284;http://yalobox.com/img/p/3/0/6/306.jpg;Antitranspirante AXE Gold Temptation 152ml;;Home;4.74;4.74;1;1
48;http://yalobox.com/img/p/6/5/65.jpg;Jugo Del Valle Fresh 250ml;;Home;0.31;0.31;2;1
228;http://yalobox.com/img/p/2/4/8/248.jpg;Bombones American Relleno Crema Choc.-Manjar/Leche;;Home;4.24;4.24;0;1
171;http://yalobox.com/img/p/1/9/2/192.jpg;Detergente en Polvo Deja Aloe Vera 360g;;Home;0.88;0.88;3;1
348;http://yalobox.com/img/p/3/7/1/371.jpg;Lavavajillas Tips Limón 250g;;Home;0.74;0.74;2;1
114;http://yalobox.com/img/p/1/3/6/136.jpg;Panuelos Faciales Familia Caja Pequeña x 50;;Home;2.13;2.13;2;1
292;http://yalobox.com/img/p/3/1/4/314.jpg;Shampoo Dove Oleo Nutrición 400ml;;Home;6.16;6.16;1;1
56;http://yalobox.com/img/p/7/4/74.jpg;Yogurt Nutri Mora 1000g;;Home;2.25;2.25;2;1
236;http://yalobox.com/img/p/2/5/6/256.jpg;Pastillas Jazz Compact;;Home;0.44;0.44;12;1
